Company,Q Number,Quarters,Performance,Weights,Index Returns,Returns,Operating Margins,ROE,ROA,Dividend Yield,Earnings Yield,Debt to Equity,Book Value Per Share,Profit Margin,Total Debt to Total Asset,,,,,,,,,,
GT CAPITAL HOLDINGS INC,1,3/29/19,0,1.95,0.060930723,-0.044615385,4.7869,8.6775,109985,0,0,70.5554,719.6242,5.1094,35.6713,,,,,,,,,,
GT CAPITAL HOLDINGS INC,2,6/28/19,0,1.95,0.009945802,0.009125067,7.3161,7.8663,108229,0,0,68.2326,748.4976,8.3254,34.8174,,,,,,,,,,
GT CAPITAL HOLDINGS INC,3,9/30/19,0,1.94,-0.027581,-0.104255319,9.2785,8.3905,112176,0,0,68.7802,714.2355,7.2304,34.9592,,,,,,,,,,
GT CAPITAL HOLDINGS INC,4,12/27/19,1,1.94,0.004652227,0.005938242,9.6981,9.1364,110575,-2.6965,7.7868,68.3081,811.2703,14.5002,34.8901,,,,,,,,,,
GT CAPITAL HOLDINGS INC,1,3/31/20,0,1.35,-0.3191231,-0.519480519,4.2606,9.2688,107432,0,0,65.6365,818.6931,9.3537,34.7439,,,,,,,,,,
GT CAPITAL HOLDINGS INC,2,6/30/20,0,1.3,0.166594941,0.115970516,7.9513,9.0244,99605,-11.8088,16.6234,67.3963,815.0142,7.1026,34.7237,,,,,,,,,,
GT CAPITAL HOLDINGS INC,3,9/30/20,0,1.16,-0.055332715,-0.149273448,-2.0183,5.8656,120042,-20.6806,10.1052,73.9442,836.8226,1.7138,37.7047,,,,,,,,,,
GT CAPITAL HOLDINGS INC,4,12/29/20,1,1.45,0.217501701,0.513975155,6.9743,3.9993,115776,-11.0055,8.166,70.7581,831.0209,1.5626,36.0455,,,,,,,,,,
GT CAPITAL HOLDINGS INC,1,3/31/21,0,1.43,-0.097569789,-0.107692308,6.5638,4.3384,122685,0,0,74.6718,845.7782,7.3263,37.2767,,,,,,,,,,
GT CAPITAL HOLDINGS INC,2,6/30/21,1,1.56,0.071211174,0.162835249,7.8182,4.5098,109364,-5.5349,7.2316,67.94,856.8379,9.9743,35.225,,,,,,,,,,
GT CAPITAL HOLDINGS INC,3,9/30/21,0,1.29,0.007384912,-0.159802306,7.9765,6.103,110845,2.51,8.6518,67.9204,881.8885,7.055,34.9189,,,,,,,,,,
GT CAPITAL HOLDINGS INC,4,12/31/21,1,1.33,0.024414343,0.058823529,5.8054,6.0695,115635,-6.2689,10.2727,68.9775,893.0551,5.3565,35.5898,,,,,,,,,,
GT CAPITAL HOLDINGS INC,1,3/31/22,1,1.32,0.01134974,0.022222222,1.8446,4.8534,115266,1.4881,7.8363,68.9403,895.6842,5.3136,35.5415,,,,,,,,,,
GT CAPITAL HOLDINGS INC,2,6/30/22,1,1.37,-0.145490993,-0.114130435,7.0363,4.9917,112008,-5.3182,7.9491,67.2938,898.9311,8.7001,34.8955,,,,,,,,,,
GT CAPITAL HOLDINGS INC,3,9/30/22,0,1.23,-0.067316174,-0.150102249,5.1196,4.7864,108086,-1.6034,8.7316,66.9431,899.8786,7.4994,34.4671,,,,,,,,,,
GT CAPITAL HOLDINGS INC,4,12/29/22,0,1.13,0.143757174,0.0466795,8.9173,6.212,108461,1.9749,13.5967,65.2399,924.8595,11.539,33.9054,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,4,12/29/16,1,2.36,-0.103423057,-0.065584416,33.8642,21.0368,1025.991,0.387,11.0358,70.2582,0.8046,19.224,31.0526,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,1,3/31/17,1,2.64,0.068864902,0.249478805,32.9821,22.8748,1057.1909,0,0,78.2665,0.8008,12.9856,33.0448,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,2,6/30/17,1,2.72,0.072683308,0.087875417,36.3692,24.2008,1131.378,-1.793,10.9969,76.6574,0.8318,17.4089,33.7006,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,3,9/29/17,1,2.77,0.041854304,0.063394683,32.0824,25.0606,1189.105,0.3745,10.1573,81.9147,0.8006,16.9312,34.9421,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,4,12/29/17,0,2.66,0.047358908,0.014423077,31.5231,24.1322,1149.795,0,0,79.1104,0.8351,14.5222,34.3241,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,1,3/28/18,1,2.71,-0.067604768,-0.052132701,30.341,24.2836,1215.0839,0,0,79.8108,0.8395,10.0639,34.194,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,2,6/29/18,0,2.31,-0.098517136,-0.227,39.3518,22.1878,806.643,0,0,62.8662,1.0531,12.565,30.4898,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,3,9/28/18,1,2.78,0.011557367,0.217335058,36.7568,24.6592,909.901,0,0,59.8896,0.9977,14.6731,28.5905,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,4,12/28/18,1,2.88,0.026000368,0.062699256,39.1744,25.7039,891.458,0,0,58.1739,1.0225,15.3062,28.0666,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,1,3/29/19,1,3.55,0.060930723,0.307,37.6252,30.3408,1997.1215,0,0,125.4762,0.8882,16.9942,44.8191,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,2,6/28/19,1,3.93,0.009945802,0.120122418,43.0323,28.5917,2414.973,0,0,135.7039,0.9039,18.8656,47.6686,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,3,9/30/19,0,3.32,-0.027581,-0.177595628,39.1366,33.2698,2725.891,0,0,182.0483,0.7451,15.2356,52.8716,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,4,12/27/19,1,3.54,0.004652227,0.068106312,39.9737,32.9027,2428.152,0.12,12.6868,162.568,0.762,15.8592,50.2321,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,1,3/31/20,0,2.98,-0.3191231,-0.419129082,38.4623,36.6053,2616.97,0,0,174.4728,0.7363,-22.5868,49.589,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,2,6/30/20,1,3.52,0.166594941,0.372155288,41.6267,37.693,2388.421,5.9612,19.9071,193.3027,0.6451,15.8597,50.3957,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,3,9/30/20,1,3.96,-0.055332715,0.070243902,42.7387,41.9805,2580.718,12.0404,14.3314,193.8556,0.6577,15.4331,51.5766,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,4,12/29/20,0,3.68,0.217501701,0.12579763,44.3831,38.923,2346.015,1.1812,13.6476,160.9218,0.8185,18.2527,49.2172,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,1,3/31/21,1,3.98,-0.097569789,-0.020242915,43.0377,41.0591,2267.2528,0,0,161.262,0.8226,-20.1151,48.4573,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,2,6/30/21,1,5.03,0.071211174,0.352892562,47.2765,50.7057,2136.181,1.9222,13.8678,180.4923,0.7114,20.6779,47.7103,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,3,9/30/21,1,5.93,0.007384912,0.191203421,46.3617,52.8918,2510.848,-0.3611,11.1334,180.4338,0.7514,23.8441,49.6898,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,4,12/31/21,1,5.89,0.024414343,0.025641026,48.4727,51.9749,2518.585,6.1892,10.5695,182.2774,0.7438,24.8149,49.9728,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,1,3/31/22,1,6.42,0.01134974,0.124,49.0098,59.4347,2775.6417,6.8303,11.1735,227.1291,0.6478,22.44,54.7875,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,2,6/30/22,0,6.16,-0.145490993,-0.181494662,51.9906,77.0298,2965.039,8.1994,10.8593,294.5565,0.509,26.9324,55.4781,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,3,9/30/22,0,5.55,-0.067316174,-0.148913043,50.2568,77.1364,3299.467,4.9322,14.9713,290.4063,0.5474,28.4676,58.6326,,,,,,,,,,
INTL CONTAINER TERM SVCS INC,4,12/29/22,1,6.22,0.143757174,0.277139208,51.9536,79.1249,3122.875,5.1024,20.0182,245.5018,0.6063,29.592,55.5601,,,,,,,,,,
JG SUMMIT HOLDINGS INC,4,12/29/16,1,5.84,-0.103423057,-0.091946309,15.3785,18.8004,148696.202,-4.4874,8.1087,69.8779,31.9741,10.0206,33.5775,,,,,,,,,,
JG SUMMIT HOLDINGS INC,1,3/31/17,1,6.76,0.068864902,0.202512934,16.639,18.1276,147494.3545,0,0,70.6789,31.841,-20.1861,33.1785,,,,,,,,,,
JG SUMMIT HOLDINGS INC,2,6/30/17,0,6.36,0.072683308,-0.004302397,17.1244,17.094,144332.069,-4.3045,7.0857,70.1995,33.4292,11.5674,32.9985,,,,,,,,,,
JG SUMMIT HOLDINGS INC,3,9/29/17,0,5.63,0.041854304,-0.074074074,16.7238,16.2547,147898.83,-4.1082,6.987,69.7643,34.3495,11.0861,32.4632,,,,,,,,,,
JG SUMMIT HOLDINGS INC,4,12/29/17,0,5.12,0.047358908,-0.038666667,12.1726,15.8469,146672.549,0,0,68.1183,34.9511,10.253,31.7981,,,,,,,,,,
JG SUMMIT HOLDINGS INC,1,3/28/18,0,4.79,-0.067604768,-0.13037448,15.5709,15.9174,137373.105,0,0,65.6818,35.6067,11.8723,30.7706,,,,,,,,,,
JG SUMMIT HOLDINGS INC,2,6/29/18,0,4.12,-0.098517136,-0.202551834,13.3003,14.5899,140976.665,0,0,64.0669,36.1704,7.1783,30.2789,,,,,,,,,,
JG SUMMIT HOLDINGS INC,3,9/28/18,1,4.39,0.011557367,0.079,12.9862,13.8404,156846.735,0,0,65.7376,36.1767,7.0211,30.6209,,,,,,,,,,
JG SUMMIT HOLDINGS INC,4,12/28/18,1,4.42,0.026000368,0.032437442,11.9558,13.7627,156369.179,0,0,64.5762,36.9334,7.1162,29.9043,,,,,,,,,,
JG SUMMIT HOLDINGS INC,1,3/29/19,1,4.75,0.060930723,0.140035907,10.1262,12.439,192857.4904,0,0,66.8619,36.7699,6.0786,29.9898,,,,,,,,,,
JG SUMMIT HOLDINGS INC,2,6/28/19,1,4.98,0.009945802,0.061417323,13.7592,12.5452,191047.194,0,0,66.3245,37.9168,8.8553,29.7022,,,,,,,,,,
JG SUMMIT HOLDINGS INC,3,9/30/19,1,5.51,-0.027581,0.075667656,15.2824,13.1531,211558.148,0,0,72.0879,39.3294,14.3208,31.3496,,,,,,,,,,
JG SUMMIT HOLDINGS INC,4,12/27/19,1,6.12,0.004652227,0.114482759,11.1548,12.747,228253.272,-1.8978,7.0778,71.3394,39.7441,5.3006,32.1554,,,,,,,,,,
JG SUMMIT HOLDINGS INC,1,3/31/20,0,5.74,-0.3191231,-0.352722772,17.6581,12.7249,225359.2052,0,0,71.966,40.5228,23.4914,31.6799,,,,,,,,,,
JG SUMMIT HOLDINGS INC,2,6/30/20,1,6.13,0.166594941,0.239961759,11.0445,11.5296,239527.894,-7.7451,8.8081,73.6029,41.0866,2.8794,32.4256,,,,,,,,,,
JG SUMMIT HOLDINGS INC,3,9/30/20,0,5.99,-0.055332715,-0.071703932,-6.1663,6.5423,236792.375,-8.8275,3.9764,76.5926,40.8575,-5.6729,33.0593,,,,,,,,,,
JG SUMMIT HOLDINGS INC,4,12/29/20,0,6.17,0.217501701,0.189368771,-0.9063,3.7922,245401.247,-13.8638,2.3869,81.3055,41.2444,1.7444,34.1525,,,,,,,,,,
JG SUMMIT HOLDINGS INC,1,3/31/21,0,5.69,-0.097569789,-0.165502793,-10.8552,0.1053,254867.9001,0,0,83.7823,40.9895,-1.7436,34.2058,,,,,,,,,,
JG SUMMIT HOLDINGS INC,2,6/30/21,0,5.53,0.071211174,0.040167364,0.3371,-2.2038,226718.219,-7.2595,-1.4047,83.691,40.6414,0.2037,34.5545,,,,,,,,,,
JG SUMMIT HOLDINGS INC,3,9/30/21,1,5.72,0.007384912,0.045856798,3.1624,-0.7385,272206.223,-6.685,-0.3855,87.5055,40.6184,1.5523,35.3531,,,,,,,,,,
JG SUMMIT HOLDINGS INC,4,12/31/21,0,4.52,0.024414343,-0.184615385,-4.7302,-1.2825,245183.507,-0.9393,-0.7596,74.2528,42.9834,-7.1332,31.329,,,,,,,,,,
JG SUMMIT HOLDINGS INC,1,3/31/22,1,5.07,0.01134974,0.156603774,-3.1582,-0.6042,244650.9391,-2.8951,-0.4979,75.2883,44.33,15.2039,32.6322,,,,,,,,,,
JG SUMMIT HOLDINGS INC,2,6/30/22,0,4.72,-0.145490993,-0.205546493,-1.1354,-0.8932,228793.002,-0.9167,-0.6258,77.3721,44.0407,-4.5442,32.8703,,,,,,,,,,
JG SUMMIT HOLDINGS INC,3,9/30/22,0,4.31,-0.067316174,-0.136550308,3.7738,-0.4625,260164.865,-2.0239,-0.4092,83.6767,43.2162,0.0544,34.7849,,,,,,,,,,
JG SUMMIT HOLDINGS INC,4,12/29/22,1,4.52,0.143757174,0.196195006,0.6685,0.3801,264572.779,-2.2359,0.411,86.9522,42.9808,2.816,35.3908,,,,,,,,,,
JOLLIBEE FOODS CORP,4,12/29/16,0,2.81,-0.103423057,-0.214574899,5.0164,18.2776,-4166.4083,-1.0297,2.2142,30.8749,30.8593,4.8075,15.4612,,,,,,,,,,
JOLLIBEE FOODS CORP,1,3/31/17,0,2.58,0.068864902,0.018041237,4.641,20.1324,-5303.9829,0,0,35.4576,31.2031,5.3208,16.7134,,,,,,,,,,
JOLLIBEE FOODS CORP,2,6/30/17,0,2.58,0.072683308,0.032911392,6.2435,19.4476,-4241.371,-0.1559,3.091,32.9515,33.2844,5.2349,16.5448,,,,,,,,,,
JOLLIBEE FOODS CORP,3,9/29/17,1,2.95,0.041854304,0.195098039,6.1366,19.7997,-3505.901,0.3786,3.0838,31.6655,33.9541,6.0091,15.9722,,,,,,,,,,
JOLLIBEE FOODS CORP,4,12/29/17,0,2.9,0.047358908,0.037735849,5.4223,19.9038,-4836.25,0,0,29.6055,35.6137,4.9472,15.0068,,,,,,,,,,
JOLLIBEE FOODS CORP,1,3/28/18,1,3.68,-0.067604768,0.181818182,5.5005,20.8292,-6403.603,0,0,37.85,37.5316,4.6939,17.9512,,,,,,,,,,
JOLLIBEE FOODS CORP,2,6/29/18,0,3.44,-0.098517136,-0.120401338,5.6581,19.9582,-7455.584,0,0,44.7371,40.7348,5.1701,21.1427,,,,,,,,,,
JOLLIBEE FOODS CORP,3,9/28/18,0,3.32,0.011557367,-0.022813688,5.9359,20.3531,1156.328,0,0,48.8198,41.0445,5.5864,21.8111,,,,,,,,,,
JOLLIBEE FOODS CORP,4,12/28/18,1,3.68,0.026000368,0.13540856,4.6682,19.5957,1277.919,0,0,54.1187,42.963,5.1207,23.8014,,,,,,,,,,
JOLLIBEE FOODS CORP,1,3/29/19,1,3.77,0.060930723,0.086360521,6.5679,20.9769,42726.027,0,0,136.5316,43.5629,4.5915,44.4448,,,,,,,,,,
JOLLIBEE FOODS CORP,2,6/28/19,0,3.31,0.009945802,-0.111041009,5.2,19.9855,7216.903,0,0,55.7016,45.4775,3.6217,26.0389,,,,,,,,,,
JOLLIBEE FOODS CORP,3,9/30/19,0,2.68,-0.027581,-0.212207239,3.4906,18.0127,7058.643,0,0,53.4087,45.7191,2.3821,24.7119,,,,,,,,,,
JOLLIBEE FOODS CORP,4,12/27/19,0,2.6,0.004652227,-0.027027027,3.051,16.1686,24309.808,4.7453,3.2973,90.3793,47.3968,3.875,34.3328,,,,,,,,,,
JOLLIBEE FOODS CORP,1,3/31/20,0,1.85,-0.3191231,-0.507407407,2.9356,12.8341,69061.426,0,0,172.5387,49.6695,5.9668,49.1262,,,,,,,,,,
JOLLIBEE FOODS CORP,2,6/30/20,1,2.1,0.166594941,0.315789474,-2.9617,4.8946,43421.902,9.4951,2.7634,88.8169,73.1125,-4.2514,37.4851,,,,,,,,,,
JOLLIBEE FOODS CORP,3,9/30/20,1,2.29,-0.055332715,0.035714286,-23.2712,-6.2039,48178.501,-19.0852,-2.4296,154.1734,63.7927,-44.0769,48.9752,,,,,,,,,,
JOLLIBEE FOODS CORP,4,12/29/20,1,2.54,0.217501701,0.346206897,-11.1723,-14.0054,49453.36,-6.881,-5.2749,159.447,61.4504,-5.274,49.9867,,,,,,,,,,
JOLLIBEE FOODS CORP,1,3/31/21,1,2.55,-0.097569789,-0.09375,-7.8304,-20.9,45385.343,0,0,151.1739,63.4992,5.5573,48.7863,,,,,,,,,,
JOLLIBEE FOODS CORP,2,6/30/21,1,2.87,0.071211174,0.207461843,4.2837,-13.5354,46288.909,-31.2168,-5.209,148.6775,62.424,0.4402,49.2608,,,,,,,,,,
JOLLIBEE FOODS CORP,3,9/30/21,0,2.73,0.007384912,-0.040262172,3.7512,-4.7784,43473.864,-8.6287,-1.4144,143.3444,62.7038,2.6594,47.6923,,,,,,,,,,
JOLLIBEE FOODS CORP,4,12/31/21,1,2.79,0.024414343,0.055609756,2.5393,1.7076,49647.991,-4.5475,0.4262,126.7427,38.0774,4.223,45.0213,,,,,,,,,,
JOLLIBEE FOODS CORP,1,3/31/22,1,2.81,0.01134974,0.03974122,5.484,9.436,57294.726,8.8212,2.616,130.0547,58.5243,7.2934,45.7602,,,,,,,,,,
JOLLIBEE FOODS CORP,2,6/30/22,1,2.98,-0.145490993,-0.095111111,4.6389,10.006,58490.734,9.3854,2.7143,120.1574,59.6568,5.3866,44.3773,,,,,,,,,,
JOLLIBEE FOODS CORP,3,9/30/22,1,3.55,-0.067316174,0.12475442,5.8611,12.32,56851.626,9.8792,3.7379,120.1992,60.8124,5.3566,43.368,,,,,,,,,,
JOLLIBEE FOODS CORP,4,12/29/22,0,3.13,0.143757174,0.004366812,5.4457,18.6123,66623.518,6.141,4.1393,131.2588,63.9516,3.8634,44.9364,,,,,,,,,,
LT GROUP INC,4,12/29/16,0,1.1,-0.103423057,-0.179084967,7.6447,5.7642,-160212.11,3.6045,4.5551,17.3853,12.4069,11.0697,3.8999,,,,,,,,,,
LT GROUP INC,1,3/31/17,1,1.31,0.068864902,0.275477707,14.3593,4.8835,-157204.506,0,0,18.1334,12.5768,22.0833,3.9063,,,,,,,,,,
LT GROUP INC,2,6/30/17,0,1.12,0.072683308,-0.082397004,9.1191,4.7105,-159783.213,3.7597,3.6411,24.2745,12.6508,14.8411,5.0772,,,,,,,,,,
LT GROUP INC,3,9/29/17,1,1.28,0.041854304,0.195918367,10.4574,4.6062,-188065.829,2.9408,3.9461,20.6079,12.9512,14.1329,4.2197,,,,,,,,,,
LT GROUP INC,4,12/29/17,1,1.29,0.047358908,0.065984073,9.7692,4.7905,-163455.156,0,0,13.9216,13.2897,14.5237,2.9914,,,,,,,,,,
LT GROUP INC,1,3/28/18,1,1.39,-0.067604768,0.003201708,14.2017,4.9044,-143198.261,0,0,20.4229,13.7057,24.1031,4.3495,,,,,,,,,,
LT GROUP INC,2,6/29/18,1,1.48,-0.098517136,-0.038297872,14.0243,5.5525,-161410.93,0,0,15.3383,13.9667,21.1999,3.2592,,,,,,,,,,
LT GROUP INC,3,9/28/18,0,1.16,0.011557367,-0.203539823,6.1008,5.0302,-132675.4,0,0,19.0441,14.3455,28.9796,4.0453,,,,,,,,,,
LT GROUP INC,4,12/28/18,1,1.3,0.026000368,0.152777778,12.253,5.4292,-126516.872,0,0,26.0533,14.6139,19.0868,5.4205,,,,,,,,,,
LT GROUP INC,1,3/29/19,0,1.19,0.060930723,-0.030120482,6.2001,4.4536,-116106.771,0,0,35.1815,15.9838,17.0935,7.4092,,,,,,,,,,
LT GROUP INC,2,6/28/19,0,1.11,0.009945802,-0.055900621,11.9625,4.4583,-112483.819,0,0,45.593,16.6014,20.18,9.5453,,,,,,,,,,
LT GROUP INC,3,9/30/19,0,1.05,-0.027581,-0.082894737,10.8767,5.2423,-108661.917,0,0,57.6627,16.7035,20.4926,11.5943,,,,,,,,,,
LT GROUP INC,4,12/27/19,0,0.9,0.004652227,-0.140602582,12.9127,5.6549,-97620.623,-863.7901,6.3168,65.1198,16.5296,23.3038,12.3593,,,,,,,,,,
LT GROUP INC,1,3/31/20,1,0.9,-0.3191231,-0.307178631,17.9468,7.0803,-84807.452,0,0,51.3936,17.2733,33.3018,10.3129,,,,,,,,,,
LT GROUP INC,2,6/30/20,0,0.75,0.166594941,-0.036144578,8.347,6.7651,-133870.367,-114.8443,13.6079,42.0798,16.7894,24.6598,8.6567,,,,,,,,,,
LT GROUP INC,3,9/30/20,1,0.89,-0.055332715,0.125,0.7802,5.4398,-165299.263,148.3695,11.3643,44.0167,16.7219,17.3296,9.1505,,,,,,,,,,
LT GROUP INC,4,12/29/20,1,1.06,0.217501701,0.455555556,16.4308,5.8573,-105695.68,1398.2917,10.8379,46.1167,16.7764,26.5939,10.0765,,,,,,,,,,
LT GROUP INC,1,3/31/21,1,1.21,-0.097569789,0.030534351,-15.5238,1.2124,-225612.356,0,0,63.3908,17.1418,20.2483,11.9714,,,,,,,,,,
LT GROUP INC,2,6/30/21,0,1.08,0.071211174,-0.044444444,9.9652,1.2771,-174431.936,74.4406,1.6126,45.488,17.3045,29.3603,9.2682,,,,,,,,,,
LT GROUP INC,3,9/30/21,0,0.84,0.007384912,-0.217054264,-58.0067,-5.8984,-157708.356,149.9755,-7.597,44.3541,16.5081,-12.503,8.9503,,,,,,,,,,
LT GROUP INC,4,12/31/21,0,0.79,0.024414343,-0.01980198,13.9605,-6.1069,-190404.24,117.8671,-10.2254,44.5077,17.0462,27.2604,9.0087,,,,,,,,,,
LT GROUP INC,1,3/31/22,0,0.69,0.01134974,-0.101010101,55.2737,3.1902,-232184.209,52.4239,5.5907,45.5197,17.5724,42.51,9.1445,,,,,,,,,,
LT GROUP INC,2,6/30/22,1,0.74,-0.145490993,-0.08988764,16.9205,3.9685,-242297.811,23.8826,7.8171,33.1824,17.7575,29.5182,7.0214,,,,,,,,,,
LT GROUP INC,3,9/30/22,1,0.8,-0.067316174,0.019753086,22.8827,13.695,-251383.761,39.9259,29.3545,29.2543,18.2157,37.5222,6.2515,,,,,,,,,,
LT GROUP INC,4,12/29/22,0,0.78,0.143757174,0.113801453,0.964,11.9094,-166946.286,44.4363,25.5007,40.591,18.3269,19.5858,8.8074,,,,,,,,,,
MANILA ELECTRIC COMPANY,4,12/29/16,0,1.81,-0.103423057,-0.146262887,9.4304,29.7655,2348,5.1713,6.2685,57.5995,61.1366,7.396,13.9979,,,,,,,,,,
MANILA ELECTRIC COMPANY,1,3/31/17,0,1.56,0.068864902,0.033962264,8.8443,33.2374,-7659,0,0,53.6915,66.0253,5.6436,13.629,,,,,,,,,,
MANILA ELECTRIC COMPANY,2,6/30/17,0,1.54,0.072683308,-0.048175182,9.1084,35.8367,-10815,5.8107,8.2695,57.5014,61.1588,7.2353,13.1744,,,,,,,,,,
MANILA ELECTRIC COMPANY,3,9/29/17,1,1.6,0.041854304,0.085122699,9.9723,32.854,-12623,8.6856,8.5846,53.5644,65.9969,7.634,13.1722,,,,,,,,,,
MANILA ELECTRIC COMPANY,4,12/29/17,1,2.01,0.047358908,0.161130742,9.6678,37.3382,-15136,0,0,56.1429,62.7398,7.3981,13.1833,,,,,,,,,,
MANILA ELECTRIC COMPANY,1,3/28/18,1,2.09,-0.067604768,-0.032258065,8.5041,35.6394,-17214,0,0,54.0843,65.3093,6.5369,13.2703,,,,,,,,,,
MANILA ELECTRIC COMPANY,2,6/29/18,1,2.33,-0.098517136,0.118238994,9.5104,39.2355,-23085,0,0,57.1918,61.1686,7.5021,12.5467,,,,,,,,,,
MANILA ELECTRIC COMPANY,3,9/28/18,0,2.2,0.011557367,-0.043869516,8.7149,35.5471,-21636,0,0,52.5185,66.6472,8.3537,12.3108,,,,,,,,,,
MANILA ELECTRIC COMPANY,4,12/28/18,1,2.4,0.026000368,0.117647059,8.8048,36.0827,-21632,0,0,52.9451,66.342,8.1166,12.1478,,,,,,,,,,
MANILA ELECTRIC COMPANY,1,3/29/19,0,2.26,0.060930723,0,10.3721,36.5456,-24954,0,0,52.4558,72.7968,6.2368,12.9305,,,,,,,,,,
MANILA ELECTRIC COMPANY,2,6/28/19,1,2.27,0.009945802,0.018421053,9.0981,39.3992,-23058,0,0,45.2506,67.4874,7.5234,10.3411,,,,,,,,,,
MANILA ELECTRIC COMPANY,3,9/30/19,0,2.23,-0.027581,-0.043927649,9.4703,38.1295,-15572,0,0,37.3676,73.4383,7.0734,9.2537,,,,,,,,,,
MANILA ELECTRIC COMPANY,4,12/27/19,0,1.91,0.004652227,-0.143243243,9.9681,39.1862,-19355,6.436,7.4162,37.1898,73.6954,8.289,9.348,,,,,,,,,,
MANILA ELECTRIC COMPANY,1,3/31/20,1,1.96,-0.3191231,-0.29022082,10.7593,37.5758,-30123,0,0,48.3957,74.7203,6.431,11.5548,,,,,,,,,,
MANILA ELECTRIC COMPANY,2,6/30/20,1,2.01,0.166594941,0.191111111,4.0183,36.1855,-42179,3.2776,10.7246,54.2014,65.8718,3.7399,10.8971,,,,,,,,,,
MANILA ELECTRIC COMPANY,3,9/30/20,1,2.14,-0.055332715,0.01119403,5.8069,28.3935,-8390,2.5736,7.5839,51.259,69.7206,5.8498,10.7467,,,,,,,,,,
MANILA ELECTRIC COMPANY,4,12/29/20,0,1.9,0.217501701,0.077490775,8.8445,26.9656,1337,2.3661,7.0975,51.756,68.9496,6.1261,10.8921,,,,,,,,,,
MANILA ELECTRIC COMPANY,1,3/31/21,1,1.96,-0.097569789,-0.068493151,12.4705,25.6822,-18787,0,0,49.7256,70.3017,8.2886,10.2863,,,,,,,,,,
MANILA ELECTRIC COMPANY,2,6/30/21,0,1.86,0.071211174,0.019117647,14.5383,37.0846,12007,-1.49,8.9987,109.4108,66.126,6.6974,19.4103,,,,,,,,,,
MANILA ELECTRIC COMPANY,3,9/30/21,1,1.98,0.007384912,0.075036075,8.5643,38.5731,22472,-1.7703,9.8008,100.4119,71.1366,6.654,19.3588,,,,,,,,,,
MANILA ELECTRIC COMPANY,4,12/31/21,0,1.9,0.024414343,-0.009395973,9.0838,40.0113,13331,5.9787,9.4564,82.9037,71.9051,7.9557,16.1791,,,,,,,,,,
MANILA ELECTRIC COMPANY,1,3/31/22,1,2.33,0.01134974,0.265582656,5.9876,33.6377,18096,-1.5869,8.8187,86.0816,84.4756,8.0341,18.748,,,,,,,,,,
MANILA ELECTRIC COMPANY,2,6/30/22,1,2.64,-0.145490993,-0.03640257,7.549,32.2583,12040,5.0598,6.2739,86.4821,79.1961,7.428,17.1368,,,,,,,,,,
MANILA ELECTRIC COMPANY,3,9/30/22,0,2.04,-0.067316174,-0.269444444,5.2066,28.387,21085,4.8904,6.1888,82.8825,85.8332,5.9278,17.7067,,,,,,,,,,
MANILA ELECTRIC COMPANY,4,12/29/22,0,2.03,0.143757174,0.136121673,4.4961,25.6163,27838,-2.1176,7.6879,83.5912,85.9565,5.7574,18.1139,,,,,,,,,,
MEGAWORLD CORP,4,12/29/16,0,1.24,-0.103423057,-0.243644068,42.3645,12.2424,43552.438,1.2671,9.6639,40.2858,3.8286,29.9486,21.3766,,,,,,,,,,
MEGAWORLD CORP,1,3/31/17,0,1.1,0.068864902,-0.053221289,35.9598,12.855,45979.1856,0,0,43.4773,3.8903,23.6566,22.4011,,,,,,,,,,
MEGAWORLD CORP,2,6/30/17,1,1.09,0.072683308,0.272189349,38.3268,13.25,49330.363,0,15.2178,50.1505,3.9751,26.9263,25.0019,,,,,,,,,,
MEGAWORLD CORP,3,9/29/17,1,1.27,0.041854304,0.21627907,45.9771,13.5062,56335.72,0,12.3702,48.0795,4.0464,34.2941,24.6038,,,,,,,,,,
MEGAWORLD CORP,4,12/29/17,0,1.38,0.047358908,-0.013384321,41.8825,13.2502,59903.345,0,0,46.0215,4.1683,31.9616,23.9868,,,,,,,,,,
